Vernier Format 2
Bandlücke-Ge2.cmbl 05.11.2009 11:19:28 ,
Latest
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

140,5	-2,544702258	0,00610501	0,023199	-146,759328814	-8,44239347517
141	-3,066326434	0,00610501	0,023199	-176,816416417	-7,00726790591
141,5	-3,327672973	0,00610501	0,030525	-191,87040148	-6,45748375175
142	-3,588485061	0,00610501	0,018315	-206,889621702	-5,98870059217
142,5	-3,915034622	0,00610501	0,028083	-225,688343314	-5,48987148298
143	-4,436658798	0,00610501	0,019536	-255,701610203	-4,845491583
143,5	-4,698005337	0,00610501	0,019536	-270,73118121	-4,57649537989
144	-4,958817425	0,00610501	0,032967	-285,724401558	-4,33634646969
144,5	-5,220163964	0,00610501	0,00854701	-300,742406818	-4,11980476286
145	-5,74178814	0,00610501	0,045177	-330,697976241	-3,7466210531
145,5	-6,068337701	0,00488401	0,00732601	-349,437106329	-3,54570243846
146	-6,329149789	0,00610501	0,03663	-364,395750882	-3,40014941722
146,5	-6,851308416	0,00610501	0,013431	-394,320691421	-3,14211256715
147	-7,112654955	0,00610501	0,023199	-409,286333812	-3,02722054866
147,5	-7,373467043	0,00610501	0,029304	-424,212882343	-2,92070338165
148	-7,634279131	0,00610501	0,01221	-439,130640785	-2,82148382492
148,5	-8,22164078	0,00610501	0,035409	-472,692374113	-2,62115504259
149	-8,482987319	0,00610501	0,014652	-487,609906531	-2,54096560264
149,5	-8,743799407	0,00610501	0,021978	-502,486818871	-2,46573632077
150	-9,265958034	0,00610501	0,021978	-532,239530464	-2,32789924288
150,5	-9,526770122	0,00610501	0,017094	-547,084259974	-2,26473340699
151	-9,788116661	0,00610501	0,026862	-561,948037833	-2,20483019173
151,5	-10,048928749	0,00610501	0,010989	-576,769763608	-2,14817086154
152	-10,571087376	0,00610501	0,028083	-606,407364637	-2,04318099062
152,5	-10,897102486	0,00610501	0,021978	-624,886522544	-1,9827599977
153	-11,093246003	0,00610501	0,019536	-635,994601563	-1,94812974349
153,5	-11,419261113	0,00610501	0,026862	-654,441067761	-1,89321859681
154	-11,94141974	0,00610501	0,015873	-683,941259519	-1,81155908166
154,5	-12,202231828	0,00610501	0,041514	-698,655138692	-1,77340712375
155	-12,463578367	0,00610501	0,00854701	-713,38464773	-1,73679094994
155,5	-13,050940016	0,00610501	0,026862	-746,433762295	-1,65989276288
156	-13,246549082	0,00610501	0,014652	-757,422869061	-1,63581012749
156,5	-13,572564192	0,00610501	0,00976801	-775,718365645	-1,59722916831
157	-13,833910731	0,00610501	0,032967	-790,36664743	-1,56762687802
157,5	-14,356069358	0,00488401	0,018315	-819,583703184	-1,51174309004
158	-14,551678424	0,00610501	0,023199	-830,511488624	-1,49185172869
158,5	-14,877693534	0,00610501	0,023199	-848,702890273	-1,45987484454
159	-15,399852161	0,00610501	0,013431	-877,781460309	-1,41151306564
159,5	-15,6611987	0,00610501	0,032967	-892,308401851	-1,38853337863
160	-15,922010788	0,00610501	0,017094	-906,787127739	-1,3663625807
160,5	-16,248560349	0,00610501	0,018315	-924,888678995	-1,33962067883
161	-16,509372437	0,00610501	0,043956	-939,324667677	-1,31903275048
161,5	-17,031531064	0,00488401	0,00610501	-968,167436319	-1,27973731973
162	-17,292343152	0,00610501	0,035409	-982,544096758	-1,2610121053
162,5	-17,618892713	0,00610501	0,00732601	-1000,51564421	-1,2383614461
163	-17,814501779	0,00610501	0,028083	-1011,26539736	-1,22519766149
163,5	-18,401863428	0,00610501	0,034188	-1043,47269198	-1,18738133688
164	-18,597472494	0,00610501	0,020757	-1054,17451399	-1,17532721913
164,5	-18,924022055	0,00610501	0,034188	-1072,01268485	-1,155769906
165	-19,380443209	0,00610501	0,02442	-1096,88677331	-1,12956052543
165,5	-19,70699277	0,00610501	0,029304	-1114,64048277	-1,11156917333
166	-19,902601836	0,00610501	0,039072	-1125,25797121	-1,10108084697
166,5	-20,229151397	0,00610501	0,031746	-1142,95351012	-1,08403359282
167	-20,750775573	0,00610501	0,03663	-1171,14277839	-1,05794103235
167,5	-21,012122112	0,00610501	0,030525	-1185,2299407	-1,04536677437
168	-21,2729342	0,00610501	0,013431	-1199,26371087	-1,03313390439
168,5	-21,795092827	0,00610501	0,0610501	-1227,2850406	-1,0095454267
169	-22,055904915	0,00610501	0,018315	-1241,24333844	-0,998192668293
169,5	-22,317251454	0,00610501	0,0500611	-1255,20444032	-0,98709019838
170	-22,578063542	0,00610501	0,040293	-1269,11095642	-0,976273976468
170,5	-23,165425191	0,00610501	0,031746	-1300,33237783	-0,952833307182
171	-23,361034257	0,00610501	0,047619	-1310,69987755	-0,945296494817
171,5	-23,687583818	0,00610501	0,045177	-1327,97327107	-0,933000706412
172	-23,948395906	0,00610501	0,03663	-1341,7384117	-0,923428880915
172,5	-24,470554533	0,00488401	0,047619	-1369,21306579	-0,904899340327
173	-24,731901072	0,00610501	0,032967	-1382,92189354	-0,895929123536
173,5	-24,99271316	0,00610501	0,037851	-1396,57400228	-0,887171032813
174	-25,253525248	0,00488401	0,0598291	-1410,19717269	-0,878600541823
174,5	-25,840886897	0,00610501	0,020757	-1440,76978944	-0,859956954318
175	-26,037030414	0,00610501	0,0647131	-1450,94564243	-0,853925856192
175,5	-26,363045524	0,00610501	0,034188	-1467,82150768	-0,844108083659
176	-26,885204151	0,00610501	0,045177	-1494,75131857	-0,828900422839
176,5	-27,146016239	0,00610501	0,0634921	-1508,15609099	-0,82153300139
177	-27,407362778	0,00610501	0,0793651	-1521,5569855	-0,814297467535
177,5	-27,668174866	0,00610501	0,185592	-1534,8989151	-0,807219281874
178	-28,190333493	0,00610501	0,283272	-1561,51426087	-0,793460572888
178,5	-28,451145581	0,00610501	0,380952	-1574,75988352	-0,786786616146
179	-28,71249212	0,00488401	0,470085	-1587,99991779	-0,780226740643
179,5	-28,973304208	0,00610501	0,498168	-1601,17993795	-0,773804349302
180	-29,495462835	0,00610501	0,527473	-1627,46700917	-0,761305754903
180,5	-29,821477945	0,00732601	0,529915	-1643,8112087	-0,753736191504
181	-30,017621462	0,023199	0,515263	-1653,61891397	-0,749265740451
181,5	-30,343636572	0,0598291	0,532357	-1669,87761882	-0,741970540855
182	-30,865795199	0,0671551	0,47619	-1695,80534017	-0,730626311079
182,5	-31,126607287	0,123321	0,489621	-1708,70332214	-0,725111248948
183	-31,387953826	0,147741	0,443223	-1721,59221938	-0,719682620573
183,5	-31,910112453	0,199023	0,395604	-1747,23611475	-0,709119957825
184	-32,170924541	0,245421	0,371184	-1759,99072787	-0,70398098148
184,5	-32,496939651	0,273504	0,299145	-1775,88267931	-0,69768122322
185	-32,693083168	0,330891	0,246642	-1785,4162332	-0,693955827755
185,5	-33,280444817	0,35409	0,20757	-1813,83935349	-0,683081441371
186	-33,476053883	0,360195	0,150183	-1823,26294176	-0,679550914804
186,5	-33,802068993	0,382173	0,129426	-1838,92164338	-0,673764433878
187	-34,063415532	0,396825	0,105006	-1851,4313047	-0,669211975001
187,5	-34,585574159	0,401709	0,0634921	-1876,30942122	-0,660338847093
188	-34,846386247	0,416361	0,0891331	-1888,67751831	-0,656014585861
188,5	-35,107198335	0,404151	0,040293	-1901,00648023	-0,651760008651
189	-35,629356962	0,423687	0,046398	-1925,57103893	-0,64344548965
189,5	-35,955906523	0,435897	0,043956	-1940,85216466	-0,638379379202
190	-36,151515589	0,422466	0,02442	-1949,97567269	-0,635392542251
190,5	-36,47806515	0,42735	0,013431	-1965,15575295	-0,63048437669
191	-36,934486304	0,422466	0,039072	-1986,2660111	-0,623783517957
191,5	-37,261035865	0,405372	0,00610501	-2001,29221488	-0,619099994886
192	-37,521847953	0,407814	0,032967	-2013,24683245	-0,615423792072
192,5	-37,783194492	0,388278	0,014652	-2025,18410233	-0,611796230562
193	-38,304818668	0,383394	0,017094	-2048,88359613	-0,60471956647
193,5	-38,566165207	0,379731	0,034188	-2060,69389167	-0,601253783985
194	-38,826977295	0,344322	0,020757	-2072,43729217	-0,597846798395
194,5	-39,088323834	0,347985	0,023199	-2084,16168193	-0,594483628954
195	-39,675151032	0,34188	0,029304	-2110,32924718	-0,58711217771
195,5	-39,936497571	0,315018	0,014652	-2121,9120227	-0,583907337697
196	-40,132106637	0,324786	0,020757	-2130,55246474	-0,581539305184
196,5	-40,458656198	0,295482	0,026862	-2144,92142834	-0,577643536788
