Vernier Format 2
Bandlücke-Ge2.cmbl 05.11.2009 11:28:54 ,
Latest
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

92,5	30,01832827	0,00732601	0,789988	1653,65422131	0,749249742804
93	29,757516182	0,00610501	0,747253	1640,60877703	0,755207467709
93,5	29,170154533	0,00610501	0,671551	1611,1057235	0,769037054443
94	28,974545467	0,00610501	0,522589	1601,2425853	0,773774074819
94,5	28,713198928	0,00488401	0,362637	1588,0356806	0,780209169816
95	28,45238684	0,00610501	0,217338	1574,8228444	0,786755160688
95,5	27,865025191	0,00610501	0,115995	1544,94781297	0,801968836486
96	27,604213103	0,00610501	0,0769231	1531,62986259	0,808942180003
96,5	27,342866564	0,00610501	0,0561661	1518,25278708	0,816069636453
97	27,082054476	0,00610501	0,0695971	1504,87157552	0,823326069915
97,5	26,559895849	0,00488401	0,0647131	1477,98830397	0,838301627062
98	26,299083761	0,00488401	0,0573871	1464,51431728	0,846014262465
98,5	25,9725342	0,00610501	0,0500611	1447,6014733	0,855898548634
99	25,711722112	0,00610501	0,032967	1434,05954025	0,863980863573
99,5	25,450375573	0,00610501	0,018315	1420,46005107	0,872252619191
100	24,928751397	0,00610501	0,03663	1393,22861567	0,889301286281
100,5	24,667404858	0,00610501	0,013431	1379,54143372	0,898124528714
101	24,40659277	0,00610501	0,0525031	1365,85362704	0,90712502092
101,5	24,145246231	0,00610501	0,0500611	1352,10938294	0,916345981788
102	23,884434143	0,00610501	0,045177	1338,36519982	0,925756288471
102,5	23,297072494	0,00610501	0,04884	1307,31150752	0,947746572165
103	23,101463428	0,00610501	0,021978	1296,93903864	0,955326320732
103,5	22,774913867	0,00610501	0,02442	1279,58962882	0,968279182715
104	22,579304801	0,00610501	0,021978	1269,17707777	0,976223114724
104,5	21,991943152	0,00610501	0,020757	1237,82256366	1,00095121577
105	21,731131064	0,00610501	0,042735	1223,85800243	1,01237234838
105,5	21,469784525	0,00610501	0,046398	1209,83938801	1,02410287868
106	21,208972437	0,00610501	0,023199	1195,82434663	1,03610534732
106,5	20,68681381	0,00610501	0,046398	1167,69137372	1,06106804236
107	20,426001722	0,00610501	0,019536	1153,60282051	1,07402650026
107,5	20,099452161	0,00610501	0,015873	1135,92959323	1,09073661553
108	19,903843095	0,00610501	0,015873	1125,32530391	1,10101496491
108,5	19,577293534	0,00610501	0,00732601	1107,59335145	1,11864160106
109	19,316481446	0,00610501	0,032967	1093,40513599	1,1331572893
109,5	18,794322819	0,00610501	0,035409	1064,93184116	1,16345474153
110	18,533510731	0,00610501	0,023199	1050,67649549	1,17924023743
110,5	18,272164192	0,00610501	0,020757	1036,37010028	1,1955188592
111	18,011352104	0,00610501	0,00610501	1022,07146474	1,21224399932
111,5	17,750540016	0,00610501	0,00732601	1007,75165091	1,229469581
112	17,228381389	0,00610501	0,013431	979,020225955	1,26555097347
112,5	16,901831828	0,00610501	0,00976801	961,010579938	1,28926780398
113	16,706222762	0,00610501	0,031746	950,207490184	1,30392573496
113,5	16,380207652	0,00610501	0,023199	932,177791326	1,32914558953
114	15,858049025	0,00610501	0,023199	903,238080963	1,37173135867
114,5	15,596702486	0,00610501	0,01221	888,725095043	1,394131894
115	15,335890398	0,00610501	0,00610501	874,22335374	1,4172579521
115,5	15,009340837	0,00610501	0,00976801	856,040957222	1,44736065435
116	14,813731771	0,00610501	0,014652	845,136019425	1,46603620189
116,5	14,226370122	0,00610501	0,01221	812,332724293	1,52523708937
117	13,965558034	0,00610501	0,03663	797,739173243	1,55313922339
117,5	13,704211495	0,00610501	0,019536	783,099136835	1,58217515729
118	13,443399407	0,00610501	0,018315	768,472795771	1,61228869365
118,5	12,92124078	0,00610501	0,014652	739,142594133	1,67626654158
119	12,660428692	0,00610501	0,00610501	724,46936209	1,7102172498
119,5	12,399082153	0,00610501	0,01221	709,751004299	1,74568263024
120	12,138270065	0,00610501	0,010989	695,048023415	1,78261063734
120,5	11,812254955	0,00610501	0,00610501	676,649080162	1,83108207241
121	11,35529935	0,00610501	0,030525	650,823658933	1,90374148664
121,5	11,028749789	0,00610501	0,026862	632,342841991	1,95938013009
122	10,767937701	0,00610501	0,015873	617,567602959	2,00625809071
122,5	10,507125613	0,00610501	0,018315	602,779567347	2,05547776852
123	9,984966986	0,00488401	0,00732601	573,135966119	2,16179069757
123,5	9,723620447	0,00488401	0,00976801	558,280966024	2,21931263182
124	9,462808359	0,00610501	0,00976801	543,444764084	2,27990051958
124,5	9,201996271	0,00610501	0,010989	528,597301459	2,34393932126
125	8,940649732	0,00610501	0,023199	513,708427194	2,41187400169
125,5	8,353288083	0,00488401	0,026862	480,20798641	2,58013201584
126	8,092475995	0,00610501	0,028083	465,316060679	2,66270628654
126,5	7,831129456	0,00610501	0,023199	450,383947476	2,75098614625
127	7,570317368	0,00610501	0,00610501	435,47302814	2,84518195143
127,5	7,048158741	0,00610501	0,00976801	405,59382815	3,05478021116
128	6,787346653	0,00610501	0,00976801	390,656749326	3,17158221927
128,5	6,460797092	0,00488401	0,00610501	371,943416384	3,33115185113
129	6,265188026	0,00610501	0,028083	360,727967943	3,43472120297
129,5	5,873435443	0,00610501	0,020757	338,253917019	3,66292875754
130	5,482217311	0,00488401	0,035409	315,794745139	3,92343450635
130,5	5,15566775	0,00610501	0,029304	297,036768887	4,17120077303
131	4,960058684	0,00610501	0,00610501	285,795743505	4,3352640064
131,5	4,633509123	0,00610501	0,015873	267,022630992	4,64005614579
132	4,111884947	0,00610501	0,00610501	237,017069901	5,22747159316
132,5	3,850538408	0,00610501	0,00976801	221,976003422	5,58168442039
133	3,58972632	0,00610501	0,03663	206,961091293	5,98663252236
133,5	3,328379781	0,00610501	0,026862	191,911109497	6,45611399594
134	3,067567693	0,00610501	0,030525	176,887923894	7,00443519672
134,5	2,545409066	0,00610501	0,031746	146,800065378	8,44005073712
135	2,219393956	0,00610501	0,00976801	128,008060109	9,67907801233
135,5	1,958047417	0,00610501	0,019536	112,940627435	10,9703658298
136	1,697235329	0,00610501	0,021978	97,9016646594	12,6555560042
136,5	1,436423241	0,0549451	0,137973	82,8606732699	14,9528111601
137	0,914264614	0,650794	0,702076	52,7430220065	23,4912591821
137,5	0,587715053	4,42735	1,42125	33,9055448453	36,5426954693
138	0,392105987	4,99756	1,85958	22,6209902635	54,772137982
138,5	0,065556426	4,99756	1,75458	3,7820450984	327,600535627
139	-0,45606775	4,89133	1,1746	-26,3109364791	-47,0906841717
139,5	-0,717414289	1,14896	0,304029	-41,3875962177	-29,9365054565
140	-0,978226377	0,0500611	0,017094	-56,4325660859	-21,9554077714
140,5	-1,239572916	0,00610501	0,018315	-71,5071926643	-17,3269282968
141	-1,500385004	0,00610501	0,015873	-86,5495087845	-14,3155058579
141,5	-2,022543631	0,00610501	0,031746	-116,659263265	-10,6206739639
142	-2,283355719	0,00610501	0,040293	-131,695259034	-9,40808354899
142,5	-2,544702258	0,00610501	0,017094	-146,759328814	-8,44239347517
143	-2,805514346	0,00610501	0,020757	-161,789548831	-7,65809663819
143,5	-3,066326434	0,00610501	0,014652	-176,816416417	-7,00726790591
144	-3,653688083	0,00610501	0,00732601	-210,643769077	-5,88196843149
144,5	-3,915034622	0,00610501	0,013431	-225,688343314	-5,48987148298
145	-4,17584671	0,00610501	0,014652	-240,697470497	-5,14754059293
145,5	-4,436658798	0,00610501	0,029304	-255,701610203	-4,845491583
146	-4,958817425	0,00610501	0,037851	-285,724401558	-4,33634646969
146,5	-5,220163964	0,00610501	0,018315	-300,742406818	-4,11980476286
147	-5,480976052	0,00610501	0,031746	-315,723462572	-3,92432032104
147,5	-5,807525613	0,00610501	0,021978	-334,471221111	-3,7043545806
148	-6,003134679	0,00488401	0,00732601	-345,696301726	-3,58407074017
148,5	-6,525293306	0,00610501	0,017094	-375,640429677	-3,29836700769
149	-6,786105394	0,00610501	0,00732601	-390,58564106	-3,17215962327
149,5	-7,112654955	0,00610501	0,013431	-409,286333812	-3,02722054866
150	-7,373467043	0,00610501	0,031746	-424,212882343	-2,92070338165
150,5	-7,89562567	0,00610501	0,023199	-454,069841005	-2,72865512771
151	-8,156437758	0,00610501	0,042735	-468,969072532	-2,64196526502
151,5	-8,482987319	0,00610501	0,031746	-487,609906531	-2,54096560264
152	-8,743799407	0,00610501	0,00610501	-502,486818871	-2,46573632077
152,5	-9,265958034	0,00610501	0,01221	-532,239530464	-2,32789924288
153	-9,526770122	0,00488401	0,00610501	-547,084259974	-2,26473340699
153,5	-9,788116661	0,00610501	0,00732601	-561,948037833	-2,20483019173
154	-10,048928749	0,00610501	0,013431	-576,769763608	-2,14817086154
154,5	-10,309740837	0,00610501	0,00854701	-591,579538172	-2,09439292615
155	-10,831899464	0,00488401	0,021978	-621,192290355	-1,99455147663
155,5	-11,158449025	0,00610501	0,035409	-639,685561222	-1,93688911413
156	-11,354058091	0,00610501	0,020757	-650,753450497	-1,90394687735
156,5	-11,680607652	0,00610501	0,019536	-669,21320844	-1,8514278923
157	-11,94141974	0,00610501	0,00854701	-683,941259519	-1,81155908166
157,5	-12,463578367	0,00488401	0,00610501	-713,38464773	-1,73679094994
158	-12,724390455	0,00610501	0,018315	-728,069238136	-1,70176122696
158,5	-13,050940016	0,00610501	0,010989	-746,433762295	-1,65989276288
159	-13,246549082	0,00488401	0,025641	-757,422869061	-1,63581012749
159,5	-13,833910731	0,00610501	0,034188	-790,36664743	-1,56762687802
160	-14,029519797	0,00610501	0,019536	-801,319648706	-1,54619944987
160,5	-14,356069358	0,00610501	0,031746	-819,583703184	-1,51174309004
161	-14,551678424	0,00610501	0,010989	-830,511488624	-1,49185172869
161,5	-15,139040073	0,00610501	0,00610501	-863,266018918	-1,43524704187
162	-15,399852161	0,00610501	0,014652	-877,781460309	-1,41151306564
162,5	-15,6611987	0,00610501	0,00610501	-892,308401851	-1,38853337863
163	-15,922010788	0,00610501	0,019536	-906,787127739	-1,3663625807
163,5	-16,248560349	0,00732601	0,026862	-924,888678995	-1,33962067883
164	-16,704981503	0,00610501	0,015873	-950,138902486	-1,30401986147
164,5	-17,031531064	0,00610501	0,040293	-968,167436319	-1,27973731973
165	-17,292343152	0,00610501	0,030525	-982,544096758	-1,2610121053
165,5	-17,553689691	0,00610501	0,00976801	-996,929795506	-1,24281569834
166	-18,075313867	0,00610501	0,023199	-1025,58004485	-1,20809682893
166,5	-18,336660406	0,00610501	0,00610501	-1039,90270909	-1,19145761346
167	-18,597472494	0,00610501	0,00610501	-1054,17451399	-1,17532721913
167,5	-18,858819033	0,00610501	0,017094	-1068,45365351	-1,15961978877
168	-19,250037165	0,00610501	0,00610501	-1089,78692458	-1,13691949504
168,5	-19,70699277	0,00610501	0,02442	-1114,64048277	-1,11156917333
169	-19,967804858	0,00610501	0,028083	-1128,79422557	-1,09763141229
169,5	-20,229151397	0,00610501	0,029304	-1142,95351012	-1,08403359282
170	-20,685572551	0,00610501	0,046398	-1167,62438044	-1,0611289219
